-4.021033756576388174e-01 1.529386000292534964e-01 7.130353977625731865e-01
3.415615651866612534e-01 -3.007930900605256253e-01 4.073969792121461680e-02
1.502188553525203585e-02 3.235836151696099838e-01 -7.877870216196302122e-01
-3.345006802541954372e-01 4.558299016383890456e-01 -5.755683485402420807e-01
1.203756082224029592e-02 2.627887156059839982e-02 -1.542444189930148972e-02
-4.663240545186318475e-01 2.929327299897975870e-02 1.169613316765236999e-01
4.473564721638071395e-01 -2.258065583148393396e-01 6.109621127614093261e-01
-6.768460698420405430e-01 4.315266410020058840e-01 7.725832435508381280e-02
-7.568922787390219842e-01 -3.119072325319900418e-01 1.778584871590067895e-01
-4.461819946533983061e-01 6.252691311717589739e-01 2.881396758171432260e-01
5.057441613625023313e-01 5.273956235309013030e-01 -3.929472433882583715e-01
3.181508175870436661e-01 6.899555095762603951e-01 3.339656790967062139e-01
4.788324441630524841e-01 4.041751499797106018e-01 5.249591625440308551e-01
-7.880995627272365800e-01 -9.689671450119406726e-02 -1.727745844121635899e-01
6.524771249266615725e-02 -7.667568209801455259e-01 -2.303001221313602798e-01
6.863938253770456299e-01 -3.016940030855146393e-01 -3.609839592462449342e-01
5.382811868381239817e-01 -4.656238114393324717e-02 -6.279592111782595909e-01
-6.337394409017619301e-01 -2.042583410740495542e-01 -5.177854902903320511e-01
1.423836081915543991e-02 -6.227240795530529782e-01 -5.727832240846502110e-01
-4.920209959256136023e-01 -6.609401457507861899e-01 7.994743993583935948e-02
-7.419867464825107284e-01 2.566204459980288011e-01 -2.680642576349015482e-01
4.040763122972179655e-01 2.104976972928298828e-01 -1.649815270206576034e-01
-3.202796101404180029e-01 -7.329760198396092497e-01 -2.272786033767917324e-01
-2.600236201539403158e-01 4.611380693255858199e-01 5.907607132512578962e-01
3.403009680656256530e-01 -1.308499373870331828e-01 -2.817626826700376785e-01
9.911633677629802519e-02 -1.983687757144718955e-01 8.099661750503094337e-01
9.931747735602791671e-02 1.874480194406295819e-01 4.172954251140651438e-01
7.377533848158671637e-01 4.063241974571336068e-01 -1.021876308804053474e-01
1.604103558010863684e-01 -4.396206357012594906e-02 -7.997339754708899795e-01
2.174087251782576280e-01 4.273786499174761500e-01 1.036442893327847309e-01
-3.419068379666388435e-01 -2.570568273197633147e-01 -7.386581700006532580e-01
-6.716836479592275255e-01 -5.198136093900693894e-02 4.843655667794159458e-01
-1.478851135845805076e-01 -4.783618056577351174e-01 6.528436707760401081e-01
1.182268438677049893e-01 5.938126576606220786e-01 -5.849609632701525674e-01
7.177074680573874987e-01 1.587754580273513239e-01 -3.933932296629837899e-01
4.035343034611867941e-01 -6.122033662110912822e-01 -3.533445368316120438e-01
-3.114489072184036811e-01 -2.986883311327169221e-01 1.577086348400994278e-02
1.164072967095364369e-01 -7.538461188639004051e-01 3.909952695742038853e-01
